"","GSM711956"
"8145774",1.27827
"8145776",2.23004
"8145778",1.48899
"8145780",1.76312
"8145782",5.52182
"8145793",7.95191
"8145795",5.81679
"8145797",2.48248
"8145799",3.46467
"8145818",2.19204
"8145820",1.65055
"8145822",1.78467
"8145824",1.69895
"8145827",2.63258
"8145829",4.69087
"8145835",5.13263
"8145854",5.6825
"8145865",5.37703
"8145887",3.12466
"8145889",4.50665
"8145894",7.07767
"8145912",1.40906
"8145914",5.58062
"8145922",6.3788
"8145942",4.09908
"8145954",6.48613
"8145977",6.00521
"8145989",4.33477
"8146000",9.06706
"8146024",3.58711
"8146051",2.37187
"8146069",2.30889
"8146092",5.29795
"8146105",2.22188
"8146115",6.73199
"8146118",2.33587
"8146120",1.78023
"8146122",6.82534
"8146130",3.35754
"8146142",6.88314
"8146157",1.54801
"8146159",6.57815
"8146171",6.54949
"8146198",5.43719
"8146216",8.36535
"8146225",6.17325
"8146230",2.37389
"8146239",3.09073
"8146241",1.83449
"8146243",6.27906
"8146268",7.13696
"8146278",5.75006
"8146285",7.39862
"8146305",4.75701
"8146307",1.86633
"8146322",1.79127
"8146324",1.715
"8146326",2.14548
"8146328",4.78368
"8146330",1.8966
"8146332",1.45391
"8146334",3.68707
"8146336",6.60332
"8146353",1.57367
"8146357",5.00781
"8146377",1.94011
"8146379",6.11947
"8146388",2.61002
"8146391",2.4624
"8146393",2.44569
"8146401",2.04442
"8146403",2.67123
"8146423",3.04669
"8146425",2.17232
"8146427",2.59182
"8146429",3.43727
"8146435",3.52035
"8146448",5.08323
"8146456",3.21745
"8146458",1.91013
"8146460",2.00769
"8146462",4.67249
"8146468",3.7475
"8146475",3.21007
"8146480",3.21745
"8146482",5.29885
"8146500",6.90478
"8146517",4.27102
"8146525",1.94593
"8146527",2.8605
"8146533",4.1325
"8146544",5.77272
"8146550",7.93475
"8146559",3.40965
"8146564",7.12453
"8146579",5.54077
"8146618",3.0947
"8146625",2.86715
"8146633",3.57957
"8146635",1.13237
"8146637",5.84865
"8146643",3.2986
"8146645",4.45257
"8146647",2.93022
"8146649",5.74559
"8146660",3.07868
"8146669",3.15095
"8146685",4.65206
"8146687",4.01403
"8146703",3.45747
"8146709",1.23616
"8146711",5.28424
"8146717",5.38534
"8146738",2.50441
"8146754",1.56289
"8146756",4.68084
"8146788",4.65096
"8146790",3.35568
"8146792",1.94414
"8146794",5.6113
"8146837",1.74048
"8146839",2.60896
"8146857",2.09223
"8146859",3.94719
"8146861",3.08795
"8146863",9.36481
"8146892",2.01124
"8146894",2.05519
"8146896",1.81623
"8146898",2.00716
"8146900",3.33155
"8146906",2.34044
"8146908",3.00575
"8146914",6.20569
"8146921",7.03866
"8146930",4.53048
"8146934",3.45684
"8146941",3.85517
"8146943",2.46103
"8146945",4.12674
"8146955",7.08672
"8146957",3.23948
"8146967",5.09633
"8146986",5.54952
"8147000",5.01042
"8147012",2.8392
"8147019",5.91327
"8147030",4.92966
"8147038",1.70532
"8147040",4.77867
"8147047",1.65003
"8147049",6.11561
"8147057",5.90814
"8147065",2.34692
"8147079",4.63018
"8147101",4.21788
"8147112",5.50747
"8147123",3.82708
"8147132",4.57775
"8147145",2.52805
"8147156",7.25993
"8147172",7.11886
"8147194",2.46895
"8147206",5.33676
"8147221",5.76214
"8147228",6.01378
"8147242",1.9274
"8147244",2.75083
"8147262",5.97841
"8147273",2.34682
"8147303",5.74088
"8147305",2.30801
"8147307",5.00832
"8147313",4.89828
"8147344",6.59605
"8147351",6.65222
"8147371",2.85572
"8147373",4.10347
"8147375",5.97234
"8147396",5.79662
"8147424",3.92373
"8147439",5.50341
"8147445",1.94654
"8147447",6.2033
"8147461",5.88975
"8147469",6.72574
"8147479",2.55512
"8147481",5.14573
"8147483",7.3845
"8147501",1.7929
"8147503",6.70436
"8147516",5.15433
"8147541",1.78143
"8147543",3.73775
"8147548",3.79749
"8147564",2.17764
"8147566",3.77201
"8147573",3.38097
"8147580",6.72765
"8147650",2.65467
"8147652",1.27268
"8147654",6.69613
"8147661",4.19485
"8147683",2.11455
"8147687",2.9625
"8147689",3.2166
"8147691",2.05103
"8147693",3.07082
"8147697",5.40825
"8147715",2.26593
"8147717",2.47543
"8147721",3.01571
"8147724",6.38016
"8147742",1.65733
"8147744",1.81357
"8147746",2.32979
"8147748",1.29781
"8147750",1.57899
"8147752",1.48173
"8147754",1.16092
"8147756",4.24601
"8147766",6.15825
"8147777",7.74556
"8147785",6.3794
"8147796",3.42881
"8147828",1.52556
"8147830",2.93545
"8147837",5.45369
"8147848",6.55476
"8147862",1.88077
"8147864",6.22207
"8147877",2.50601
"8147883",4.76077
"8147891",2.16062
"8147970",4.67322
"8147986",1.38871
"8147988",3.07894
"8147990",3.63031
"8147992",1.82053
"8147994",4.56547
"8148000",3.00303
"8148003",4.33255
"8148018",2.46367
"8148020",3.3681
"8148022",3.26726
"8148029",3.337
"8148040",8.72206
"8148047",1.6946
"8148049",4.56327
"8148057",10.5214
"8148059",6.8075
"8148070",6.82265
"8148124",3.32329
"8148147",2.06813
"8148149",5.44759
"8148156",1.41982
"8148158",4.38544
"8148184",3.45818
"8148194",2.1908
"8148196",3.16057
"8148198",4.6112
"8148206",1.34513
"8148208",6.93882
"8148220",4.43659
"8148261",1.77444
"8148263",4.36019
"8148265",5.32956
"8148270",6.48895
"8148276",2.50431
"8148280",7.40104
"8148293",4.80447
"8148302",4.71026
"8148304",5.37021
"8148309",2.84159
"8148313",2.46876
"8148315",3.45034
"8148317",4.78859
"8148325",3.56139
"8148327",2.99635
"8148329",4.13971
"8148331",1.81701
"8148333",7.76483
"8148358",5.73571
"8148385",3.43961
"8148435",6.19837
"8148446",1.10767
"8148448",5.11076
"8148461",2.77449
"8148463",2.98551
"8148465",2.6738
"8148467",5.6789
"8148474",3.35695
"8148476",5.71111
"8148501",5.58095
"8148512",5.14083
"8148515",2.06307
"8148517",3.93885
"8148548",4.4677
"8148553",3.83776
"8148559",4.2902
"8148565",2.78723
"8148572",6.84679
"8148580",3.53906
"8148591",4.87762
"8148597",3.70536
"8148607",3.66509
"8148615",3.78617
"8148619",2.93384
"8148621",4.11175
"8148640",4.59239
"8148642",4.58885
"8148655",4.07765
"8148658",5.2881
"8148662",3.94234
"8148671",3.15602
"8148674",4.14083
"8148692",3.55631
"8148694",6.34606
"8148703",4.54601
"8148710",4.47174
"8148715",5.61473
"8148728",6.18053
"8148737",4.77896
"8148748",3.50563
"8148772",4.71592
"8148783",4.87415
"8148796",2.4576
"8148799",4.45613
"8148808",4.03975
"8148821",2.4576
"8148824",5.62697
"8148841",5.47768
"8148850",4.08342
"8148867",3.88249
"8148888",4.29271
"8148902",3.95859
"8148917",4.28198
"8148923",5.1728
"8148930",5.58321
"8148932",3.78487
"8148941",4.37604
"8148949",4.07734
"8148951",3.67054
"8148955",5.72101
"8148962",4.02472
"8148964",5.15106
"8148966",2.36047
"8148968",3.51579
"8148973",4.05388
"8148978",3.26369
"8148982",3.06257
"8148985",6.01078
"8148992",3.58604
"8149065",2.48854
"8149067",2.07986
"8149069",2.21475
"8149071",5.30193
"8149084",1.91041
"8149086",3.33985
"8149097",3.18547
"8149104",2.91762
"8149109",2.46641
"8149116",2.97936
"8149122",3.46193
"8149126",2.97936
"8149132",3.55211
"8149137",3.21168
"8149142",2.95109
"8149146",3.37036
"8149148",4.45822
"8149151",6.40143
"8149153",6.12929
"8149157",6.12929
"8149161",6.13363
"8149165",6.3884
"8149167",6.3884
"8149169",2.63477
"8149172",2.75597
"8149180",2.54209
"8149192",1.78664
"8149195",1.96088
"8149200",2.13594
"8149204",3.25022
"8149208",5.62323
"8149210",6.13363
"8149214",6.40143
"8149216",6.22993
"8149218",6.28701
"8149220",6.28701
"8149222",6.28701
"8149224",6.28701
"8149226",6.28701
"8149228",6.26401
"8149230",1.72222
"8149235",2.19016
"8149239",1.48949
"8149241",3.65288
"8149243",3.42762
"8149245",2.78112
"8149248",5.71833
"8149250",5.98788
"8149256",4.41184
"8149258",6.51954
"8149262",1.46932
"8149264",5.62674
"8149269",1.93802
"8149271",2.63316
"8149273",3.86958
"8149275",1.67799
"8149277",1.80486
"8149279",2.42883
"8149281",3.0054
"8149283",3.02672
"8149289",5.45523
"8149296",3.27543
"8149307",3.65306
"8149315",5.94941
"8149318",1.60304
"8149320",2.33283
"8149322",1.59984
"8149324",2.97956
"8149330",9.26867
"8149345",6.01949
"8149347",2.24937
"8149350",2.1848
"8149353",1.98468
"8149356",3.42489
"8149358",3.54338
"8149361",3.76423
"8149365",5.54328
"8149377",1.98468
"8149380",2.65527
"8149383",3.79504
"8149387",3.80626
"8149389",5.1738
"8149396",1.75071
"8149399",6.1837
"8149413",5.60944
"8149438",2.30154
"8149448",5.46466
"8149465",5.16255
"8149475",6.26395
"8149485",2.73319
"8149500",5.95614
"8149521",1.93711
"8149534",7.6248
"8149551",7.01029
"8149555",7.24265
"8149574",4.67872
"8149590",3.95603
"8149592",2.61602
"8149612",4.34672
"8149625",2.36193
"8149627",1.47806
"8149629",2.9087
"8149638",3.9736
"8149646",4.1394
"8149652",4.91941
"8149673",4.3112
"8149685",3.42608
"8149699",3.76348
"8149705",4.63714
"8149707",5.33918
"8149718",4.8328
"8149720",4.91899
"8149725",3.0435
"8149733",6.68929
"8149749",5.80485
"8149762",5.1968
"8149774",5.92817
"8149793",7.04238
"8149809",2.76315
"8149811",4.08489
"8149820",4.39359
"8149823",1.83967
"8149825",4.91726
"8149833",3.6745
"8149835",3.72313
"8149847",4.46375
"8149849",4.06709
"8149857",6.15184
"8149865",3.92431
"8149877",4.76623
"8149885",3.17312
"8149898",2.80352
"8149907",4.27993
"8149918",3.60758
"8149927",6.3606
"8149942",5.72134
"8149953",3.39462
"8149955",2.68429
"8149966",3.56353
"8149979",3.90006
"8149986",4.95284
"8150002",3.01302
"8150014",5.0315
"8150032",2.9712
"8150034",4.24402
"8150036",6.73468
"8150076",4.11994
"8150087",6.94159
"8150089",8.06119
"8150099",2.26408
"8150101",2.93532
"8150103",5.72628
"8150112",8.06351
"8150126",6.75918
"8150138",2.25138
"8150143",2.51861
"8150149",3.49781
"8150151",1.634
"8150153",2.41318
"8150155",1.36428
"8150157",1.40453
"8150159",1.61478
"8150161",1.43553
"8150163",1.65592
"8150165",5.24523
"8150175",4.09943
"8150186",4.70421
"8150195",2.42405
"8150197",3.129
"8150204",4.07904
"8150206",6.23026
"8150210",1.45432
"8150212",1.84013
"8150214",4.15457
"8150217",4.48373
"8150219",4.92835
"8150225",5.18488
"8150244",3.34083
"8150249",3.03141
"8150253",3.93934
"8150266",5.8528
"8150274",2.95349
"8150276",5.5494
"8150287",7.73185
"8150318",5.96676
"8150352",2.38949
"8150356",4.53721
"8150364",5.43976
"8150373",1.86768
"8150375",2.56908
"8150395",2.32982
"8150419",2.75063
"8150428",4.47128
"8150433",5.29149
"8150439",3.832
"8150489",5.26675
"8150491",7.1459
"8150509",7.28549
"8150529",3.2341
"8150537",7.04818
"8150550",2.82642
"8150559",4.84696
"8150565",6.27763
"8150576",1.90654
"8150578",3.38038
"8150580",1.73735
"8150582",1.3188
"8150584",1.74395
"8150586",1.94152
"8150588",1.6581
"8150590",1.85389
"8150592",5.66304
"8150599",7.34362
"8150685",2.02552
"8150687",2.36368
"8150689",6.53497
"8150691",2.90907
"8150698",5.94004
"8150704",3.10818
"8150714",8.72376
"8150722",2.42687
"8150751",3.95955
"8150757",6.41083
"8150785",3.67528
"8150797",5.98426
"8150818",6.98933
"8150830",5.71175
"8150842",3.37782
"8150844",3.54216
"8150846",5.16981
"8150860",4.08771
"8150862",3.83391
"8150864",4.00623
"8150866",2.55199
"8150868",2.33734
"8150870",6.6286
"8150872",6.39616
"8150877",5.36859
"8150879",2.21157
"8150881",3.04875
"8150889",4.60146
"8150901",3.54827
"8150906",5.06105
"8150908",6.30366
"8150918",2.12211
"8150920",2.22336
"8150928",6.03888
"8150960",5.878
"8150962",3.73105
"8150974",1.49044
"8150976",1.70771
"8150978",3.34332
"8150988",6.47575
"8151030",2.81316
"8151032",4.12809
"8151042",3.65832
"8151052",1.93182
"8151054",3.1384
"8151056",5.3003
"8151066",6.14302
"8151074",5.01071
"8151090",2.51815
"8151092",2.72142
"8151099",2.14083
"8151101",2.96713
"8151118",7.13379
"8151123",2.4589
"8151125",4.86829
"8151127",1.70834
"8151136",5.35842
"8151149",6.89495
"8151191",5.78271
"8151205",1.94011
"8151207",4.67565
"8151209",4.59782
"8151211",2.18889
"8151213",1.65156
"8151215",1.69937
"8151217",1.18061
"8151219",2.25732
"8151223",4.37138
"8151234",3.41251
"8151236",2.02567
"8151238",2.32736
"8151240",2.85043
"8151250",1.72787
"8151252",2.5835
"8151254",6.46678
"8151279",2.12165
"8151281",9.33565
"8151296",4.44713
"8151306",2.88021
"8151308",2.22217
"8151310",3.32018
"8151332",1.70815
"8151334",4.12052
"8151341",4.04849
"8151367",1.7394
"8151369",4.92222
"8151376",7.57098
"8151384",5.99198
"8151401",5.70828
"8151411",6.71691
"8151413",5.70541
"8151421",1.79896
"8151423",4.16814
"8151430",1.58132
"8151432",3.90876
"8151434",1.81482
"8151436",4.0452
"8151445",1.5834
"8151447",4.39482
"8151457",3.77923
"8151471",3.24303
"8151475",5.88848
"8151490",1.41038
"8151492",1.92339
"8151494",2.52646
"8151496",5.41972
"8151508",1.87508
"8151510",2.95803
"8151512",5.59564
"8151525",2.47865
"8151532",2.55758
"8151540",5.71257
"8151542",1.94608
"8151547",2.52592
"8151549",5.46982
"8151559",2.46343
"8151561",6.98847
"8151572",4.15889
"8151583",1.33971
"8151585",1.44583
"8151587",4.7056
"8151592",2.39852
"8151603",4.07686
"8151605",4.27059
"8151607",4.07686
"8151609",3.95636
"8151613",4.27059
"8151615",3.76153
"8151617",4.27059
"8151619",4.18097
"8151621",4.27059
"8151623",4.07686
"8151625",4.27059
"8151627",3.77015
"8151629",3.66701
"8151631",3.69117
"8151633",2.55661
"8151637",1.78043
"8151644",5.02783
"8151657",1.69447
"8151659",2.58482
"8151679",2.54455
"8151684",4.57586
"8151686",4.06251
"8151707",1.69701
"8151709",4.84737
"8151711",6.20385
"8151730",2.30789
"8151743",2.7895
"8151745",2.9326
"8151747",5.18046
"8151756",6.31509
"8151764",2.92846
"8151766",2.32894
"8151768",6.1527
"8151784",4.78571
"8151788",6.01242
"8151795",3.66423
"8151816",6.92048
"8151824",4.49181
"8151842",6.00798
"8151869",2.48023
"8151871",3.40916
"8151888",1.50735
"8151890",7.26062
"8151898",2.73274
"8151906",3.56297
"8151909",3.10263
"8151917",4.65143
"8151927",2.07193
"8151929",2.20085
"8151931",4.73427
"8151935",10.0846
"8151942",4.78384
"8151952",5.76495
"8151967",5.65156
"8151987",3.04773
"8151989",2.09922
"8151991",2.27093
"8151993",6.38846
"8151999",2.96589
"8152031",2.43893
"8152041",7.77942
"8152053",5.19149
"8152062",3.27451
"8152079",9.82352
"8152090",2.10923
"8152092",2.32416
"8152094",1.88484
"8152096",8.6754
"8152111",7.19196
"8152115",3.06739
"8152117",2.27412
"8152119",4.81799
"8152131",1.49118
"8152133",5.44083
"8152148",7.17029
"8152211",4.27103
"8152213",2.29645
"8152215",5.87017
"8152222",7.93018
"8152240",2.62231
"8152242",1.64643
"8152244",1.80842
"8152246",1.37412
"8152248",1.54754
"8152250",1.38683
"8152252",2.59798
"8152255",6.67566
"8152264",3.24001
"8152278",1.56923
"8152280",5.10174
"8152289",2.08344
"8152291",2.38479
"8152297",3.71056
"8152314",2.11727
"8152323",7.25904
"8152333",7.61612
"8152335",2.80286
"8152340",5.42551
"8152355",4.89787
"8152367",1.25972
"8152369",2.49281
"8152374",1.48883
"8152376",2.35362
"8152451",1.3768
"8152453",6.27965
"8152463",2.39132
"8152465",7.44363
"8152477",7.18919
"8152491",5.90865
"8152506",5.0796
"8152512",4.27921
"8152522",6.44833
"8152551",2.25367
"8152553",5.99353
"8152582",3.36081
"8152595",1.85592
"8152597",3.38605
"8152606",6.18684
"8152617",5.74974
"8152626",2.28002
"8152628",6.95091
"8152640",1.85185
"8152642",2.70562
"8152648",5.47363
"8152656",4.84752
"8152664",3.43445
"8152666",3.34494
"8152668",5.10882
"8152701",4.08437
"8152703",7.68764
"8152715",2.7564
"8152719",4.51756
"8152734",1.87707
"8152742",2.44045
"8152750",5.04604
"8152759",5.22993
"8152764",4.92951
"8152782",6.2597
"8152812",3.68717
"8152815",2.34067
"8152819",2.67281
"8152821",1.90185
"8152828",2.85728
"8152845",5.88485
"8152863",4.41786
"8152865",5.4334
"8152867",7.05565
"8152900",2.74058
"8152902",3.17418
"8152922",1.62699
"8152924",3.1918
"8152938",2.92166
"8152946",4.45133
"8152962",4.04473
"8152976",3.79965
"8152988",4.46649
"8153002",7.10711
"8153021",5.80169
"8153035",1.55037
"8153037",1.84146
"8153039",2.26897
"8153041",2.84879
"8153043",4.13175
"8153065",1.59826
"8153067",1.97951
"8153069",1.46422
"8153071",3.03879
"8153101",4.74238
"8153167",2.71566
"8153175",5.74155
"8153201",5.69458
"8153223",7.33046
"8153258",3.52081
"8153262",4.91519
"8153269",3.95972
"8153273",3.39531
"8153304",3.76949
"8153320",4.14352
"8153322",4.86233
"8153328",4.82304
"8153334",4.07482
"8153336",3.59462
"8153342",4.55742
"8153346",4.41765
"8153359",4.35344
"8153363",3.89044
"8153373",3.67778
"8153380",3.67696
"8153390",5.06074
"8153405",3.35731
"8153409",4.03709
"8153411",4.21864
"8153424",4.20561
"8153426",4.60964
"8153430",4.91383
"8153449",7.68922
"8153457",4.75872
"8153459",4.49251
"8153474",6.95009
"8153486",3.76622
"8153488",4.57882
"8153497",4.40552
"8153536",6.00355
"8153550",4.48284
"8153568",6.6277
"8153609",4.4935
"8153625",3.73627
"8153652",5.81979
"8153664",4.26411
"8153678",4.55602
"8153684",6.05363
"8153704",3.31373
"8153709",4.16678
"8153727",4.81717
"8153762",4.82384
"8153776",6.17875
"8153790",3.5938
"8153819",4.03765
"8153823",4.42144
"8153828",3.35784
"8153835",2.39233
"8153838",4.11279
"8153862",4.45714
"8153868",4.2743
"8153876",3.39516
"8153890",5.99456
"8153896",3.69263
"8153903",8.76247
"8153911",3.87023
"8153920",4.79422
"8153930",3.94166
"8153935",3.69765
"8153937",4.24745
"8153939",6.05363
"8153959",5.98606
"8154012",4.52416
"8154034",3.4971
"8154043",2.72774
"8154047",2.97003
"8154057",1.42044
"8154059",6.72801
"8154100",4.88437
"8154124",2.96199
"8154128",1.71269
"8154130",2.35366
"8154132",3.14483
"8154135",5.44286
"8154151",4.54414
"8154153",5.04886
"8154163",6.46693
"8154176",1.62073
"8154178",6.52432
"8154207",4.9799
"8154209",4.03133
"8154211",2.71658
"8154213",1.11585
"8154215",1.41481
"8154217",2.22376
"8154219",1.81701
"8154221",1.47138
"8154223",1.56766
"8154225",2.62878
"8154227",6.00737
"8154229",2.87388
"8154233",4.80136
"8154245",5.46618
"8154254",6.02565
"8154283",1.81701
"8154285",2.69156
"8154295",3.05722
"8154305",7.7822
"8154307",2.11279
"8154316",6.33846
"8154333",6.54497
"8154357",6.8349
"8154359",6.29424
"8154361",1.56398
"8154363",7.06686
"8154365",3.3415
"8154367",2.97049
"8154379",2.08195
"8154381",5.92574
"8154386",2.62832
"8154388",7.7767
"8154392",2.62813
"8154394",5.62948
"8154414",1.61121
"8154416",3.98807
"8154447",2.25915
"8154449",4.59027
"8154476",3.94861
"8154491",3.11808
"8154510",1.79814
"8154512",3.52751
"8154523",6.2424
"8154527",3.32573
"8154529",1.7202
"8154531",7.32706
"8154563",4.31831
"8154572",1.72841
"8154574",5.52274
"8154620",4.19098
"8154622",3.80414
"8154627",2.22857
"8154635",5.61341
"8154654",3.65283
"8154656",3.58272
"8154660",1.99904
"8154662",1.87133
"8154666",2.20886
"8154668",1.68813
"8154670",4.06456
"8154692",4.80602
"8154719",1.58025
"8154721",2.27544
"8154725",8.93339
"8154727",6.08849
"8154729",2.95615
"8154731",2.44649
"8154733",6.56717
"8154758",2.10245
"8154760",3.59554
"8154763",2.33742
"8154765",5.69132
"8154777",1.75717
"8154779",3.22087
"8154785",6.53281
"8154793",6.73316
"8154823",3.35756
"8154836",9.84414
"8154838",3.01356
"8154841",3.37559
"8154844",1.97573
"8154846",1.53828
"8154848",5.54932
"8154856",5.65186
"8154866",2.63711
"8154868",5.33527
"8154870",3.3028
"8154872",5.83349
"8154885",4.14332
"8154892",3.13332
"8154914",1.89454
"8154916",4.42308
"8154934",3.72302
"8154951",9.08469
"8154953",3.06725
"8154962",4.5217
"8154973",3.66588
"8154979",2.81479
"8154981",5.30902
"8155024",3.73406
"8155026",2.5769
"8155048",4.94453
"8155062",6.19177
"8155073",5.5833
"8155081",2.24555
"8155083",4.9662
"8155096",5.70611
"8155110",5.04138
"8155121",5.36292
"8155148",4.68603
"8155167",3.59457
"8155169",5.63047
"8155192",6.01436
"8155200",2.9169
"8155203",6.13433
"8155212",2.28719
"8155214",4.51211
"8155234",5.5535
"8155246",5.92844
"8155248",1.895
"8155250",5.46832
"8155265",2.54395
"8155268",5.1012
"8155284",3.11093
"8155301",4.69202
"8155312",5.94026
"8155323",2.8415
"8155325",1.67495
"8155327",5.53328
"8155332",5.32342
"8155336",1.92321
"8155338",3.26814
"8155340",3.89981
"8155345",3.15465
"8155349",3.85525
"8155354",2.65764
"8155359",2.68874
"8155369",3.26814
"8155371",3.89249
"8155376",2.79391
"8155383",3.88411
"8155388",2.77906
"8155393",4.57836
"8155397",3.49491
"8155414",2.58961
"8155418",2.61915
"8155422",6.54142
"8155440",4.00432
"8155442",5.13445
"8155451",2.33771
"8155453",5.05782
"8155455",3.53784
"8155458",3.09526
"8155460",3.30781
"8155487",6.00151
"8155490",5.26083
"8155493",2.68936
"8155497",5.55242
"8155501",3.99829
"8155503",3.10567
"8155508",2.11401
"8155510",6.47671
"8155514",5.19072
"8155516",2.65255
"8155519",2.68936
"8155521",4.27018
"8155525",2.68479
"8155528",2.20874
"8155530",5.00403
"8155537",3.03013
"8155540",2.72879
"8155547",4.22242
"8155550",4.46696
"8155554",5.09569
"8155563",4.79501
"8155567",2.68936
"8155569",4.12339
"8155572",4.19388
"8155574",3.39068
"8155591",2.52543
"8155596",2.72978
"8155598",2.63838
"8155600",2.63838
"8155602",3.25333
"8155627",2.71948
"8155630",5.34081
"8155634",1.71851
"8155636",6.8808
"8155661",3.55513
"8155665",3.24298
"8155673",4.92164
"8155696",6.90298
"8155699",4.62532
"8155707",6.42208
"8155734",4.25315
"8155747",2.25889
"8155754",4.12335
"8155770",6.27518
"8155794",4.68629
"8155802",6.32733
"8155824",2.62519
"8155847",2.05802
"8155849",9.19011
"8155864",3.59488
"8155877",2.36058
"8155881",1.39286
"8155883",6.803
"8155896",1.5316
"8155898",5.68684
"8155930",5.77672
"8155942",5.50773
"8155944",2.07225
"8155946",6.94256
"8156022",3.04968
"8156024",1.86048
"8156026",4.70946
"8156043",3.94313
"8156052",1.64173
"8156054",1.83964
"8156056",1.87806
"8156058",2.80495
"8156060",5.37813
"8156082",1.66308
"8156084",1.78358
"8156086",1.80814
"8156088",3.5848
"8156090",3.31182
"8156098",2.593
"8156103",2.42853
"8156110",2.41405
"8156112",4.25751
"8156116",5.01469
"8156126",3.96046
"8156132",2.44493
"8156134",3.31857
"8156160",5.49396
"8156164",7.27847
"8156167",7.03476
"8156192",2.33704
"8156194",3.3868
"8156196",3.47545
"8156199",7.40538
"8156228",6.40515
"8156240",3.13599
"8156247",2.5907
"8156253",2.64609
"8156257",3.38166
"8156261",1.94292
"8156263",7.95213
"8156274",3.90306
"8156278",4.09164
"8156290",4.88599
"8156295",6.81808
"8156309",4.02345
"8156319",7.17874
"8156321",6.4737
"8156337",1.68203
"8156339",1.28268
"8156341",3.59714
"8156354",1.3913
"8156356",1.3141
"8156358",5.98524
"8156360",2.17591
"8156371",2.26047
"8156373",4.41569
"8156393",3.42376
"8156404",5.91355
"8156415",3.3413
"8156450",1.62193
"8156452",6.38731
"8156476",5.17448
"8156506",4.9221
"8156519",2.24541
"8156521",3.25487
"8156523",4.9591
"8156525",1.775
"8156529",3.67356
"8156538",7.47348
"8156547",2.95736
"8156549",5.33927
"8156569",6.39607
"8156571",5.25292
"8156573",2.89635
"8156575",6.78767
"8156577",2.79242
"8156579",1.57839
"8156581",5.86123
"8156599",5.13166
"8156601",6.68214
"8156604",5.93626
"8156610",5.48122
"8156620",4.32969
"8156633",3.69964
"8156688",6.26035
"8156706",4.68774
"8156718",6.9981
"8156743",3.4074
"8156748",2.01669
"8156750",5.56819
"8156759",1.80264
"8156761",5.65797
"8156770",5.59987
"8156783",5.70151
"8156826",7.62587
"8156838",5.71651
"8156844",1.88294
"8156846",5.61649
"8156848",4.19968
"8156861",6.95124
"8156873",4.56357
"8156895",4.08486
"8156897",7.00574
"8156905",5.00928
"8156919",3.13507
"8156923",3.69482
"8156935",4.94474
"8156945",6.18239
"8156969",1.64614
"8156971",2.18525
"8156982",4.55036
"8157012",2.44504
"8157014",1.81701
"8157016",1.77379
"8157018",1.96982
"8157021",5.80146
"8157027",3.82566
"8157036",3.61629
"8157038",8.7534
"8157058",3.08122
"8157074",4.34461
"8157090",2.4477
"8157092",4.30958
"8157101",3.9377
"8157103",3.04453
"8157105",6.46518
"8157123",1.59457
"8157125",7.00801
"8157139",5.33399
"8157141",2.24528
"8157144",3.63597
"8157151",3.75976
"8157153",5.41032
"8157173",2.87459
"8157189",1.78536
"8157191",1.62891
"8157193",3.44099
"8157203",5.31809
"8157214",5.14962
"8157216",7.29336
"8157227",1.7049
"8157229",1.29833
"8157231",2.66977
"8157233",4.53287
"8157246",4.67742
"8157253",5.6502
"8157264",6.07665
"8157270",5.59267
"8157281",2.83285
"8157283",6.55251
"8157300",5.10134
"8157308",4.07212
"8157324",4.29972
"8157362",4.65761
"8157381",3.16893
"8157383",4.81068
"8157444",2.56561
"8157446",2.12971
"8157450",3.31471
"8157454",6.41048
"8157463",5.06402
"8157477",2.77297
"8157485",1.65015
"8157487",5.46656
"8157516",5.06686
"8157520",1.78578
"8157522",2.2563
"8157524",6.54216
"8157534",5.34493
"8157580",2.19231
"8157582",7.92629
"8157605",3.49496
"8157608",1.605
"8157610",5.09947
"8157632",2.09378
"8157638",5.09185
"8157650",4.86954
"8157668",2.13948
"8157671",2.86069
"8157674",2.42806
"8157677",1.92776
"8157679",2.17821
"8157681",2.07
"8157684",2.30697
"8157686",2.27634
"8157688",1.68423
"8157691",5.73364
"8157696",3.51078
"8157698",2.79622
"8157700",7.65551
"8157727",4.63844
"8157729",1.88861
"8157731",3.78249
"8157751",3.67641
"8157761",6.16357
"8157777",3.84248
"8157798",3.38038
"8157800",2.50998
"8157802",2.67992
"8157804",4.03734
"8157818",3.98086
"8157828",5.01178
"8157839",2.08343
"8157841",1.97279
"8157843",3.60051
"8157858",6.21795
"8157888",1.37225
"8157890",6.03595
"8157905",4.60903
"8157922",3.81521
"8157933",5.16252
"8157939",8.311
"8157941",6.51297
"8157945",6.30067
"8157947",6.35265
"8157949",5.699
"8157976",4.78635
"8158009",4.38979
"8158022",4.80515
"8158028",4.06389
"8158057",3.09893
"8158059",6.05564
"8158081",2.86321
"8158094",3.38834
"8158112",7.30439
"8158123",4.95785
"8158145",5.29787
"8158147",4.20055
"8158164",1.91324
"8158167",6.92318
"8158177",5.20626
"8158183",5.7229
"8158204",3.81834
"8158212",5.05066
"8158214",5.05321
"8158224",5.00035
"8158240",8.74831
"8158242",5.0233
"8158250",5.1125
"8158269",5.74729
"8158298",5.55386
"8158317",7.77201
"8158372",8.15973
"8158380",4.1067
"8158404",1.59327
"8158406",5.54225
"8158418",4.83288
"8158424",5.89235
"8158431",4.92234
"8158446",5.68285
"8158492",4.13004
