"","GSM711956"
"7981895",4.42668
"7981909",3.71685
"7981911",3.13163
"7981917",3.79835
"7981919",4.72598
"7981943",5.01081
"7981945",2.89166
"7981947",4.53806
"7981949",4.64683
"7981951",3.49167
"7981953",7.13023
"7981955",4.24027
"7981958",4.75997
"7981960",3.49764
"7981962",4.75997
"7981964",6.81647
"7981966",7.13023
"7981968",1.66883
"7981970",2.03103
"7981972",1.92719
"7981974",1.89211
"7981976",5.68019
"7981978",7.09421
"7981980",1.49955
"7981982",6.90451
"7981984",1.38135
"7981986",6.90451
"7981988",5.52584
"7981990",4.41158
"7981992",1.74435
"7981994",3.16653
"7981996",4.03041
"7981998",4.06893
"7982000",2.29972
"7982002",2.35517
"7982004",3.70175
"7982006",3.79132
"7982008",2.12289
"7982010",1.31369
"7982012",1.45053
"7982014",1.28714
"7982016",2.04135
"7982018",1.99491
"7982020",1.70645
"7982022",1.16142
"7982024",2.04135
"7982026",1.38688
"7982028",2.04263
"7982030",2.04135
"7982032",2.12289
"7982034",1.50406
"7982036",1.11804
"7982038",2.12289
"7982040",1.52429
"7982042",1.52429
"7982044",1.52429
"7982046",1.52175
"7982048",1.33872
"7982050",1.93835
"7982052",1.48203
"7982054",2.08217
"7982056",1.45132
"7982058",2.04647
"7982060",1.61151
"7982062",1.43232
"7982064",2.04263
"7982066",1.64841
"7982068",1.5412
"7982070",1.81701
"7982072",1.94011
"7982074",1.51945
"7982076",1.56298
"7982078",2.04263
"7982080",1.43994
"7982082",1.59327
"7982084",2.28391
"7982086",1.50447
"7982088",1.49806
"7982090",2.0351
"7982092",2.04263
"7982094",2.09649
"7982096",1.78538
"7982098",4.53806
"7982100",1.85079
"7982102",3.60173
"7982117",2.92404
"7982127",3.24882
"7982129",10.0724
"7982131",4.33528
"7982152",3.6301
"7982154",7.89886
"7982185",6.13325
"7982187",4.30992
"7982204",7.92483
"7982206",5.05471
"7982228",6.26071
"7982230",4.72592
"7982248",4.97241
"7982250",6.26071
"7982252",2.53739
"7982254",3.26489
"7982256",6.27628
"7982267",5.81667
"7982269",5.17258
"7982271",4.83208
"7982282",7.05786
"7982284",5.61625
"7982287",4.56286
"7982290",5.51425
"7982292",1.60367
"7982294",3.74342
"7982299",3.65733
"7982307",7.05786
"7982309",5.314
"7982326",3.75061
"7982333",2.80865
"7982335",3.08905
"7982337",2.77766
"7982339",3.77772
"7982341",3.98335
"7982348",3.35326
"7982350",6.84304
"7982356",6.91632
"7982358",3.96863
"7982366",4.6227
"7982375",2.18471
"7982377",6.88779
"7982388",1.66025
"7982390",1.55057
"7982392",2.70704
"7982495",2.39678
"7982497",3.03921
"7982504",5.09165
"7982507",8.15584
"7982514",3.26546
"7982516",2.82009
"7982527",2.41036
"7982529",4.52812
"7982531",7.48696
"7982533",1.99924
"7982535",5.39317
"7982550",2.37128
"7982552",2.46183
"7982564",7.41744
"7982574",4.39047
"7982587",3.85974
"7982591",1.50239
"7982593",1.67439
"7982597",9.18064
"7982620",6.41485
"7982661",3.06916
"7982663",4.03353
"7982688",3.56149
"7982703",4.86033
"7982712",5.00148
"7982723",5.43619
"7982738",4.72615
"7982745",5.17488
"7982751",1.8431
"7982753",3.64412
"7982757",3.8449
"7982792",3.28667
"7982805",4.61886
"7982810",3.75616
"7982812",4.53152
"7982829",6.17792
"7982845",4.62484
"7982854",4.26168
"7982868",3.70443
"7982876",4.05644
"7982878",8.68349
"7982889",4.13323
"7982904",5.86736
"7982927",3.70845
"7982935",4.7466
"7982938",4.21018
"7982955",1.45099
"7982957",6.00699
"7982985",4.45703
"7983021",4.54929
"7983051",3.38215
"7983054",5.02783
"7983111",7.25931
"7983123",4.63437
"7983132",4.51226
"7983143",3.93565
"7983145",3.74582
"7983157",6.44376
"7983173",5.51268
"7983189",1.23942
"7983191",3.69006
"7983206",5.37525
"7983228",5.23059
"7983239",6.01538
"7983252",2.56325
"7983254",1.7841
"7983256",6.27499
"7983270",1.94011
"7983272",1.7841
"7983274",8.73658
"7983290",5.00952
"7983298",5.23481
"7983306",4.22169
"7983321",7.26852
"7983335",6.28632
"7983350",6.34833
"7983360",10.1213
"7983365",3.59041
"7983377",1.31143
"7983379",3.04018
"7983381",2.49501
"7983391",1.49587
"7983393",5.9851
"7983405",4.24586
"7983413",3.06218
"7983447",3.3591
"7983469",4.6896
"7983478",5.30432
"7983490",4.18143
"7983500",2.23474
"7983502",6.08061
"7983512",7.17765
"7983523",1.91851
"7983525",2.47037
"7983527",4.1995
"7983553",2.9311
"7983564",2.68496
"7983594",5.39539
"7983606",6.06743
"7983614",2.06197
"7983616",5.91555
"7983630",6.96445
"7983638",4.77645
"7983648",3.20276
"7983650",3.76307
"7983661",1.51156
"7983663",5.88568
"7983677",2.82195
"7983679",4.84559
"7983704",4.30806
"7983718",2.38948
"7983734",4.88918
"7983744",7.38543
"7983761",4.78765
"7983763",5.54279
"7983771",4.09982
"7983773",3.62828
"7983775",1.66174
"7983777",2.53213
"7983779",2.50916
"7983811",5.1233
"7983826",2.45
"7983828",3.9375
"7983841",1.34957
"7983843",7.61041
"7983867",5.2686
"7983890",4.85893
"7983910",4.5583
"7983922",1.47803
"7983924",1.32936
"7983926",1.30811
"7983928",2.88251
"7983938",3.60114
"7983940",5.37253
"7983951",4.5933
"7983953",5.96751
"7983969",3.85671
"7983979",3.68018
"7983985",2.37687
"7983987",4.05144
"7983989",1.69968
"7983991",4.83553
"7984001",7.46227
"7984008",3.05518
"7984011",6.21843
"7984014",3.3754
"7984016",3.67217
"7984019",4.51405
"7984077",1.45863
"7984079",8.32184
"7984103",6.42154
"7984112",6.27248
"7984124",5.38995
"7984132",7.47424
"7984152",2.43473
"7984155",5.78269
"7984174",4.19339
"7984188",2.43188
"7984190",6.29341
"7984203",5.37427
"7984213",3.33698
"7984215",3.3764
"7984217",5.11018
"7984227",4.57235
"7984245",3.54398
"7984253",3.39349
"7984255",1.29301
"7984257",3.11269
"7984259",4.38705
"7984261",1.74139
"7984263",7.19201
"7984276",4.7446
"7984289",8.19858
"7984298",5.92189
"7984317",1.61321
"7984319",6.23009
"7984330",5.10912
"7984353",4.67011
"7984364",7.39222
"7984380",3.25314
"7984405",3.77597
"7984408",5.88896
"7984436",4.66406
"7984453",7.10238
"7984470",6.34739
"7984475",3.50906
"7984488",3.50288
"7984511",2.34185
"7984517",6.32801
"7984524",4.03456
"7984538",3.4198
"7984540",4.60235
"7984562",8.95241
"7984567",2.0014
"7984569",5.81845
"7984588",6.2693
"7984606",3.59628
"7984620",6.512
"7984622",1.26862
"7984624",2.37968
"7984626",3.88623
"7984631",2.96375
"7984635",2.18878
"7984641",6.91003
"7984660",5.65091
"7984662",3.53871
"7984684",3.69992
"7984686",5.3158
"7984704",6.72673
"7984736",3.18502
"7984743",5.82317
"7984759",3.48901
"7984771",6.88016
"7984779",5.4342
"7984799",4.72969
"7984802",3.13157
"7984813",5.61652
"7984819",3.54841
"7984843",4.70337
"7984846",6.67769
"7984862",3.30939
"7984871",5.69899
"7984892",3.41732
"7984908",4.13116
"7984914",3.6218
"7984922",4.55842
"7984932",4.85355
"7984943",4.00619
"7984952",4.82849
"7984961",3.63169
"7984983",3.69992
"7984985",3.18126
"7984987",3.69992
"7984989",4.83741
"7985001",3.89095
"7985016",5.58284
"7985023",4.43502
"7985025",3.03254
"7985030",4.46553
"7985032",1.91758
"7985034",5.04066
"7985037",2.09913
"7985039",3.2128
"7985044",6.45693
"7985053",6.18687
"7985066",3.75888
"7985080",3.71617
"7985087",1.43291
"7985089",7.4601
"7985099",3.70035
"7985117",3.51724
"7985119",5.59797
"7985130",2.54218
"7985134",6.65515
"7985147",6.09029
"7985159",3.33417
"7985166",7.46169
"7985192",4.33112
"7985200",2.61749
"7985202",7.93271
"7985213",5.25025
"7985221",5.20464
"7985224",6.38674
"7985226",8.23529
"7985233",3.6382
"7985236",1.96806
"7985238",3.25788
"7985240",6.09308
"7985248",4.35676
"7985253",2.85994
"7985257",3.03337
"7985259",7.56645
"7985266",4.64061
"7985268",4.70391
"7985285",4.02104
"7985308",1.72705
"7985310",7.11929
"7985317",7.48568
"7985349",5.30338
"7985352",2.91737
"7985364",6.19146
"7985398",3.59829
"7985402",5.02409
"7985409",6.82972
"7985416",3.98514
"7985418",4.52561
"7985431",5.24309
"7985442",3.55608
"7985444",5.57486
"7985450",6.82972
"7985457",3.98514
"7985459",4.52561
"7985472",6.03329
"7985480",2.0038
"7985482",5.72734
"7985488",5.66726
"7985493",4.97814
"7985507",3.08878
"7985522",4.69497
"7985553",1.45302
"7985555",4.82119
"7985560",3.55655
"7985562",6.43725
"7985569",3.56216
"7985571",5.93023
"7985577",3.53648
"7985587",4.11409
"7985605",5.66352
"7985620",4.07316
"7985636",2.87623
"7985662",6.33736
"7985688",3.98514
"7985690",4.20126
"7985695",8.03057
"7985741",2.63229
"7985752",2.09745
"7985757",5.61119
"7985765",2.23859
"7985767",4.32315
"7985777",5.69161
"7985786",3.70999
"7985809",7.88491
"7985829",4.74854
"7985871",2.48591
"7985873",3.34124
"7985898",2.83554
"7985918",5.08449
"7985920",3.53508
"7985924",6.22908
"7985930",4.4876
"7985932",2.4689
"7985934",5.0802
"7985959",2.7642
"7985963",2.88478
"7985981",2.98632
"7985983",6.35141
"7985997",5.03831
"7985999",3.55917
"7986001",4.08743
"7986004",4.56213
"7986010",9.05661
"7986049",5.61522
"7986068",3.50572
"7986092",5.99977
"7986110",4.01932
"7986132",5.36885
"7986160",5.39716
"7986186",4.39962
"7986195",2.46961
"7986214",6.09887
"7986229",3.32304
"7986239",2.52968
"7986246",4.36756
"7986248",4.89146
"7986250",7.62454
"7986291",2.40689
"7986293",6.62496
"7986323",6.79504
"7986325",1.58064
"7986327",2.15894
"7986329",6.82746
"7986336",3.62866
"7986338",1.96809
"7986340",2.04787
"7986346",3.17293
"7986348",3.58558
"7986350",6.70966
"7986359",6.32917
"7986383",7.28171
"7986385",4.70071
"7986394",5.36971
"7986407",2.89672
"7986411",6.52892
"7986426",2.78811
"7986428",5.18804
"7986433",4.84274
"7986442",3.62133
"7986444",3.39302
"7986446",6.14056
"7986463",5.34293
"7986501",1.4551
"7986503",5.0731
"7986509",7.94518
"7986512",7.94518
"7986515",7.60203
"7986517",8.39534
"7986520",8.35535
"7986522",8.39534
"7986525",7.60203
"7986527",7.94518
"7986530",2.33576
"7986532",1.84856
"7986534",2.22839
"7986536",2.33916
"7986541",5.81111
"7986561",4.13181
"7986563",2.48643
"7986565",3.06282
"7986567",2.27137
"7986569",7.73017
"7986598",3.88855
"7986601",5.27916
"7986603",3.11405
"7986605",2.787
"7986627",2.02169
"7986629",2.75998
"7986633",2.27137
"7986635",1.92955
"7986637",6.27664
"7986639",5.53718
"7986642",4.23172
"7986661",3.6301
"7986665",6.37048
"7986675",5.48454
"7986685",6.13325
"7986687",4.92789
"7986701",7.9119
"7986736",3.91884
"7986739",5.27916
"7986741",3.93147
"7986744",3.87538
"7986755",3.81976
"7986757",3.99121
"7986763",2.10211
"7986765",11.3832
"7986767",2.92364
"7986769",6.40947
"7986789",4.54949
"7986820",3.56267
"7986822",4.96051
"7986836",2.17175
"7986838",4.33199
"7986863",5.95749
"7986922",4.33528
"7986943",3.6301
"7986945",6.05973
"7986947",4.66693
"7986960",3.11444
"7986969",3.83536
"7986975",2.08766
"7986977",7.59495
"7987010",2.82296
"7987012",4.72138
"7987025",5.17258
"7987027",6.13117
"7987046",6.91632
"7987048",6.02935
"7987066",4.41416
"7987068",3.17893
"7987097",4.38657
"7987099",3.6845
"7987110",3.26489
"7987112",6.26071
"7987114",4.74552
"7987135",2.28577
"7987137",6.91632
"7987139",6.84304
"7987145",5.06696
"7987163",3.10878
"7987165",5.67256
"7987172",6.6167
"7987180",5.37829
"7987192",6.15983
"7987225",6.27877
"7987230",6.00014
"7987248",7.28051
"7987279",7.17025
"7987308",1.63428
"7987310",4.53046
"7987315",3.13463
"7987325",6.76351
"7987361",5.69535
"7987365",3.35236
"7987369",3.86855
"7987379",2.20617
"7987381",3.59254
"7987385",5.39676
"7987403",3.15015
"7987405",5.9433
"7987426",2.82267
"7987439",4.64578
"7987449",6.9895
"7987454",4.19972
"7987464",1.41269
"7987466",2.94327
"7987468",1.44157
"7987470",1.77661
"7987472",4.26778
"7987475",5.5713
"7987511",4.95586
"7987526",5.85067
"7987534",1.58316
"7987536",5.09344
"7987554",4.28686
"7987565",3.56106
"7987572",7.51584
"7987574",4.6791
"7987584",6.27284
"7987623",2.6304
"7987634",1.98854
"7987636",2.86992
"7987642",5.49597
"7987648",1.34978
"7987650",3.56259
"7987675",4.23644
"7987701",4.04994
"7987772",5.72147
"7987780",2.67155
"7987792",3.17767
"7987815",3.07185
"7987840",7.11729
"7987869",7.37805
"7987892",7.32655
"7987916",4.94772
"7987926",1.88542
"7987928",4.29204
"7987960",5.74912
"7987981",6.72191
"7988031",9.53637
"7988033",3.11983
"7988050",3.49163
"7988064",3.16275
"7988077",3.99157
"7988082",5.32953
"7988091",2.33854
"7988093",6.07247
"7988124",5.96834
"7988132",3.17312
"7988163",3.46087
"7988175",1.43019
"7988177",3.28537
"7988206",1.43019
"7988208",4.31946
"7988212",3.29858
"7988227",3.10567
"7988245",5.44919
"7988258",1.23748
"7988260",4.02407
"7988281",6.14883
"7988283",5.63765
"7988286",7.20981
"7988327",4.31511
"7988342",2.4229
"7988344",2.27217
"7988346",3.92169
"7988348",1.41946
"7988350",5.40365
"7988380",4.41635
"7988400",4.05129
"7988410",2.20488
"7988412",2.30428
"7988414",8.18184
"7988424",2.60665
"7988426",5.6053
"7988438",1.7203
"7988440",1.81701
"7988442",1.88726
"7988444",4.84381
"7988465",1.66722
"7988467",8.94086
"7988537",3.45874
"7988563",2.85453
"7988581",6.86563
"7988601",1.6109
"7988603",3.08489
"7988605",7.21721
"7988623",2.79088
"7988625",2.82508
"7988644",5.02061
"7988672",3.36393
"7988685",4.13785
"7988687",4.82575
"7988703",1.87457
"7988705",3.32451
"7988713",6.45425
"7988753",8.19395
"7988763",4.9183
"7988767",2.78363
"7988789",6.55944
"7988833",4.42437
"7988838",5.83267
"7988852",3.5811
"7988859",5.84484
"7988876",6.33311
"7988921",5.71456
"7988963",6.13252
"7988970",6.32235
"7988987",3.67839
"7988990",3.61603
"7989013",6.42424
"7989023",6.78578
"7989037",6.03379
"7989055",3.55172
"7989069",4.322
"7989073",3.34398
"7989094",5.27497
"7989126",2.29332
"7989128",7.23149
"7989130",1.97909
"7989132",4.96663
"7989144",2.40561
"7989146",4.25541
"7989157",2.15395
"7989159",6.06755
"7989193",5.95559
"7989195",4.2282
"7989197",1.69551
"7989199",2.89548
"7989216",1.6893
"7989218",3.27539
"7989220",2.55704
"7989224",8.3654
"7989243",3.61743
"7989245",4.34299
"7989249",3.02907
"7989251",4.40167
"7989253",7.50814
"7989277",8.0345
"7989307",4.89089
"7989309",4.05297
"7989311",1.8459
"7989313",2.09938
"7989315",4.49402
"7989323",6.34217
"7989335",9.17019
"7989347",6.03982
"7989365",5.13057
"7989387",8.01151
"7989473",3.96341
"7989476",2.84887
"7989487",3.0266
"7989489",4.07286
"7989491",4.54537
"7989493",5.80957
"7989501",7.85909
"7989516",6.71759
"7989596",4.85354
"7989611",6.11517
"7989617",2.11472
"7989619",8.9515
"7989628",4.44096
"7989647",4.19896
"7989657",2.54029
"7989659",1.94652
"7989661",5.83268
"7989670",4.55071
"7989680",4.16937
"7989696",6.85744
"7989708",5.93725
"7989718",3.71408
"7989725",5.2498
"7989735",7.25239
"7989750",3.82034
"7989759",5.12515
"7989768",2.63096
"7989770",4.04113
"7989785",3.31864
"7989806",6.40162
"7989832",1.5277
"7989834",6.65289
"7989849",6.58759
"7989883",4.1444
"7989885",6.1545
"7989887",4.04888
"7989915",4.23575
"7989922",1.95612
"7989924",5.12054
"7989932",5.16732
"7989937",2.8323
"7989951",2.16551
"7989953",5.94202
"7989968",6.22147
"7989975",5.47609
"7989985",5.96546
"7990020",6.8767
"7990027",3.94616
"7990029",2.60484
"7990031",2.71818
"7990033",5.30146
"7990054",8.01856
"7990078",2.13532
"7990080",4.79348
"7990086",3.37948
"7990090",7.24969
"7990092",5.69234
"7990138",3.01119
"7990151",8.08061
"7990165",7.01924
"7990191",3.57266
"7990211",6.80854
"7990227",2.39122
"7990231",6.04384
"7990244",3.40536
"7990253",7.4815
"7990269",3.45517
"7990273",4.88644
"7990283",3.49627
"7990307",3.69992
"7990309",5.50576
"7990333",3.05779
"7990345",5.6356
"7990361",5.2746
"7990377",1.69199
"7990379",5.29073
"7990391",2.62126
"7990400",5.33222
"7990417",6.45163
"7990429",4.27708
"7990436",7.09392
"7990442",4.30871
"7990452",4.01752
"7990457",5.57565
"7990487",6.67239
"7990511",6.26183
"7990528",5.19815
"7990540",4.22347
"7990545",3.11217
"7990555",2.55701
"7990564",4.9591
"7990566",7.29279
"7990582",6.179
"7990616",3.21557
"7990618",4.34985
"7990620",8.58765
"7990632",7.39947
"7990636",3.32894
"7990643",3.23846
"7990652",3.28359
"7990654",3.95273
"7990657",6.75399
"7990672",1.49604
"7990674",3.43878
"7990683",3.07005
"7990700",4.34795
"7990712",3.0815
"7990714",4.05424
"7990729",3.94959
"7990736",5.33369
"7990755",1.41126
"7990757",7.51113
"7990774",3.36358
"7990806",1.23874
"7990808",2.30183
"7990810",4.46614
"7990815",4.97956
"7990818",3.44533
"7990825",2.83117
"7990827",2.85846
"7990830",5.99981
"7990839",5.03824
"7990848",2.71933
"7990873",4.64
"7990879",4.44786
"7990892",2.53242
"7990894",6.71123
"7990898",9.0033
"7990902",5.85544
"7990914",3.55608
"7990916",7.94179
"7990922",6.79791
"7990928",4.52561
"7990941",3.98514
"7990943",6.73821
"7990949",10.116
"7990952",5.24309
"7990963",3.55608
"7990965",7.94179
"7990971",3.06874
"7990987",3.29464
"7991017",3.73349
"7991019",2.66573
"7991034",4.14462
"7991047",3.38038
"7991049",4.98584
"7991057",7.39219
"7991070",5.32843
"7991080",2.83223
"7991086",1.30195
"7991088",5.85441
"7991104",5.05701
"7991106",3.27294
"7991110",6.67847
"7991120",5.93461
"7991126",6.20257
"7991138",3.41575
"7991143",7.45569
"7991153",2.19285
"7991155",1.49096
"7991157",1.58182
"7991159",5.7532
"7991169",5.05701
"7991171",1.84119
"7991173",3.86747
"7991182",1.85549
"7991184",1.75029
"7991186",2.91042
"7991209",6.29922
"7991214",5.14532
"7991216",4.26275
"7991224",4.65699
"7991234",6.62297
"7991246",3.25327
"7991258",5.25583
"7991283",3.14307
"7991296",4.22255
"7991313",3.5258
"7991323",4.63713
"7991332",3.50814
"7991335",4.95879
"7991357",6.3615
"7991367",5.78077
"7991374",5.76602
"7991386",7.28
"7991395",2.43516
"7991399",2.6149
"7991401",4.21077
"7991406",4.88278
"7991425",1.99099
"7991427",5.21172
"7991451",2.6293
"7991453",4.71727
"7991459",3.87398
"7991465",2.68221
"7991467",1.76416
"7991469",3.26721
"7991478",3.45537
"7991485",4.88509
"7991501",1.36527
"7991503",4.29399
"7991512",4.49969
"7991516",3.75146
"7991540",3.09406
"7991542",2.64216
"7991546",2.81523
"7991562",3.91904
"7991564",1.59605
"7991566",4.53855
"7991577",2.27308
"7991581",6.06344
"7991587",5.86226
"7991598",6.69447
"7991602",4.85631
"7991630",5.89769
"7991638",2.41651
"7991640",6.36461
"7991661",3.20047
"7991663",2.07457
"7991665",2.06549
"7991668",4.35718
"7991695",4.24703
"7991714",6.00663
"7991722",6.33788
"7991731",3.16032
"7991735",4.44863
"7991742",5.85899
"7991750",1.46452
"7991754",3.44119
"7991758",3.63448
"7991762",7.56133
"7991766",7.56133
"7991770",1.69267
"7991772",5.02402
"7991777",3.24107
"7991779",5.98623
"7991800",3.75991
"7991809",3.49238
"7991815",3.57486
"7991828",4.59161
"7991835",6.88208
"7991837",5.77886
"7991846",4.24637
"7991860",5.14324
"7991877",4.14358
"7991893",4.68434
"7991898",4.15105
"7991904",4.22955
"7991917",4.96723
"7991927",3.75469
"7991932",4.70676
"7991939",4.53942
"7991989",4.75009
"7992010",3.80187
"7992021",5.73059
"7992032",4.48722
"7992038",4.33346
"7992043",4.5808
"7992049",4.27734
"7992067",3.65249
"7992071",5.48254
"7992092",4.43867
"7992121",3.02611
"7992125",4.07036
"7992131",3.36371
"7992136",3.35184
"7992140",4.13618
"7992145",4.06206
"7992147",4.53891
"7992181",4.99574
"7992191",5.19574
"7992197",3.97985
"7992205",5.22791
"7992219",3.7167
"7992255",5.79407
"7992269",5.41918
"7992271",4.16236
"7992293",6.29016
"7992302",5.03523
"7992337",6.11835
"7992347",5.25985
"7992379",4.89507
"7992388",4.93815
"7992396",4.27459
"7992402",5.59341
"7992409",4.22729
"7992414",4.54888
"7992439",4.43846
"7992447",4.12135
"7992458",4.36462
"7992460",4.1949
"7992463",5.68002
"7992474",5.8211
"7992516",3.13242
"7992518",4.67036
"7992529",5.51369
"7992552",5.06752
"7992568",4.0398
"7992584",3.06344
"7992594",3.87283
"7992614",4.94668
"7992632",4.09552
"7992639",4.23626
"7992646",6.02282
"7992656",4.65933
"7992670",6.22211
"7992678",3.77796
"7992682",4.85526
"7992685",5.80409
"7992692",7.539
"7992716",4.77986
"7992722",4.45708
"7992732",5.96658
"7992737",5.64954
"7992742",1.72849
"7992744",4.75419
"7992756",2.18336
"7992758",4.55959
"7992775",5.68744
"7992782",3.56332
"7992789",6.23597
"7992795",5.31791
"7992811",3.8586
"7992828",6.25558
"7992841",3.31111
"7992843",4.63747
"7992845",4.69019
"7992854",4.0561
"7992861",1.8769
"7992863",2.75381
"7992865",2.92646
"7992867",3.67431
"7992870",3.43125
"7992877",5.09059
"7992887",4.20548
"7992889",2.98453
"7992891",2.18683
"7992893",2.90021
"7992895",2.33286
"7992897",3.80934
"7992905",5.88367
"7992917",5.40207
"7992934",3.87606
"7992954",3.45746
"7992956",5.63768
"7992967",4.44925
"7992973",5.26283
"7992987",5.92236
"7992996",3.23474
"7992998",6.00778
"7993017",4.03514
"7993019",5.4818
"7993024",3.77702
"7993035",5.57881
"7993054",3.39764
"7993071",6.00691
"7993083",2.60873
"7993108",2.79621
"7993110",1.95088
"7993112",1.88229
"7993114",4.49655
"7993126",4.74319
"7993146",1.95225
"7993148",5.50186
"7993157",1.989
"7993159",6.783
"7993165",3.99594
"7993167",4.88272
"7993179",1.61027
"7993181",1.84443
"7993183",1.554
"7993185",6.48616
"7993195",5.16618
"7993223",6.46968
"7993248",3.33417
"7993255",3.23236
"7993257",1.87801
"7993259",5.20852
"7993265",4.19061
"7993267",3.24171
"7993274",4.98381
"7993281",6.16408
"7993296",4.42341
"7993298",4.56505
"7993310",5.86209
"7993335",2.18278
"7993337",3.06637
"7993339",2.08949
"7993341",6.7532
"7993349",7.49437
"7993359",7.49699
"7993369",2.50061
"7993371",8.42505
"7993404",7.22202
"7993433",7.26236
"7993451",4.40304
"7993453",2.92662
"7993458",4.41669
"7993467",5.71307
"7993478",6.37526
"7993511",8.30875
"7993546",7.28666
"7993580",7.67158
"7993586",4.40304
"7993588",6.39566
"7993606",4.85394
"7993608",5.23885
"7993622",4.6432
"7993624",5.33394
"7993632",3.39843
"7993638",7.9083
"7993664",5.63766
"7993680",6.69535
"7993713",4.69109
"7993726",3.24741
"7993737",2.59004
"7993754",1.85443
"7993756",4.74378
"7993774",1.70857
"7993776",3.63013
"7993798",2.5154
"7993800",5.0425
"7993807",6.36074
"7993815",5.13659
"7993821",3.99399
"7993825",5.23654
"7993831",1.89756
"7993833",7.83724
"7993846",4.62939
"7993848",3.48272
"7993872",7.80566
"7993889",4.30446
"7993898",3.13141
"7993935",3.11636
"7993946",5.29342
"7993973",5.68767
"7993999",8.21861
"7994006",9.61876
"7994026",8.39614
"7994052",3.57543
"7994058",3.35666
"7994074",3.99559
"7994091",1.82486
"7994093",1.57448
"7994095",4.39079
"7994102",7.11198
"7994109",4.06136
"7994123",3.25109
"7994131",5.28575
"7994152",2.4368
"7994161",6.27292
"7994187",6.5539
"7994216",3.16979
"7994235",2.92926
"7994237",6.6161
"7994252",3.70985
"7994260",3.39351
"7994265",3.95626
"7994267",3.93907
"7994269",3.78566
"7994280",6.49662
"7994292",4.13217
"7994308",4.87783
"7994339",1.50103
"7994341",2.56067
"7994343",1.53406
"7994345",4.1585
"7994350",4.11634
"7994353",3.8614
"7994362",5.3775
"7994371",7.0626
"7994386",5.79038
"7994415",8.24518
"7994445",4.24949
"7994463",3.46142
"7994487",3.92222
"7994506",6.07132
"7994518",5.30905
"7994535",4.49872
"7994541",4.4882
"7994559",7.64852
"7994565",7.57107
"7994570",3.63017
"7994572",4.68212
"7994576",5.64763
"7994582",6.00881
"7994603",3.41673
"7994609",4.48796
"7994615",2.92712
"7994620",5.02636
"7994637",5.92389
"7994647",4.20353
"7994655",6.06426
"7994659",6.69704
"7994675",4.02395
"7994683",5.843
"7994692",5.02816
"7994715",4.31331
"7994730",3.21303
"7994737",6.47081
"7994756",6.41165
"7994769",5.09592
"7994781",5.96763
"7994804",3.63219
"7994813",3.65931
"7994817",3.53246
"7994824",1.75648
"7994826",4.23274
"7994858",5.65146
"7994874",4.55471
"7994889",5.88231
"7994926",2.91569
"7994928",5.23674
"7994939",4.71073
"7994961",5.19485
"7994967",4.96412
"7994981",4.30422
"7994985",4.58238
"7995007",4.93832
"7995017",6.75844
"7995030",2.58279
"7995033",3.95972
"7995040",5.11514
"7995055",5.45521
"7995069",8.13388
"7995088",2.86093
"7995096",5.08816
"7995128",4.8
"7995161",3.45747
"7995193",3.57063
"7995206",5.33542
"7995222",4.02999
"7995237",2.13758
"7995242",3.80797
"7995252",5.8138
"7995258",4.8857
"7995263",9.73683
"7995267",3.03379
"7995275",3.15581
"7995282",3.1097
"7995292",4.90288
"7995306",6.59936
"7995308",4.05179
"7995310",3.65697
"7995312",1.84398
"7995320",8.75809
"7995322",6.40672
"7995324",5.71559
"7995326",4.9435
"7995328",6.50538
"7995330",7.41712
"7995332",5.06374
"7995334",5.54289
"7995336",5.63691
"7995338",6.22226
"7995340",5.57435
"7995342",5.82728
"7995344",4.82425
"7995346",3.74882
"7995348",6.87034
"7995350",6.94602
"7995352",6.88221
"7995354",3.4144
"7995362",4.51287
"7995377",5.32463
"7995379",2.24997
"7995382",7.39572
"7995417",4.5404
"7995419",2.46606
"7995421",7.85527
"7995438",3.13494
"7995440",3.02812
"7995442",3.41187
"7995448",5.94613
"7995456",5.24502
"7995477",3.73837
"7995479",4.93206
"7995492",5.16428
"7995523",1.34457
"7995525",5.5848
"7995539",4.29848
"7995552",7.04752
"7995574",10.1184
"7995580",4.71505
"7995583",6.81588
"7995627",3.31834
"7995629",3.15867
"7995631",7.57498
"7995655",6.30012
"7995668",4.69393
"7995674",3.2515
"7995681",8.38517
"7995697",7.10567
"7995712",4.24558
"7995714",3.37754
"7995729",3.89848
"7995739",3.94099
"7995755",5.41128
"7995772",4.01793
"7995776",4.78383
"7995783",10.5243
"7995787",6.62328
"7995793",5.46979
"7995797",5.74191
"7995803",5.2199
"7995806",5.80338
"7995813",6.12342
"7995820",5.1579
"7995825",7.91837
"7995829",5.87884
"7995834",4.89122
"7995838",7.1886
"7995843",6.39171
"7995866",2.55875
"7995868",3.73127
"7995895",7.68777
"7995907",3.2165
"7995926",5.84196
"7995976",5.39337
"7995994",6.4966
"7996012",5.77664
"7996022",4.1584
"7996027",5.54246
"7996034",3.69547
"7996041",6.19121
"7996051",5.49237
"7996064",3.95013
"7996081",7.00111
"7996100",3.47961
"7996117",3.24785
"7996137",4.1867
"7996160",3.36115
"7996164",4.42873
"7996174",4.69856
"7996185",4.23917
"7996198",3.38312
"7996211",3.29978
"7996219",3.70305
"7996239",2.43536
"7996241",4.99309
"7996252",2.11971
"7996256",3.96657
